Customer Name,Customer Address,Product Name,Color,Material,Category,Total Quantity Sold,Inventory (Stock),Price (Before GST),GST Amount,Discount (%),Profit,Total Price (With GST),Transaction Date,Year,Month,Day
Dipta Sharma,"Lajpat Nagar, Delhi - 110064",Chair,Black,Metal,Chair,10,17,48727,1746,10,7622,45425.7,2022-03-16,2022,3,16
Omya Lad,"Narela, Delhi - 110039",Cupboard,Blue,Board,Cupboard,4,22,5060,2928,5,8626,7588.6,2020-05-03,2020,5,3
Mitesh Grover,"Shalimar Bagh, Delhi - 110075",Mattress,Black,Plastic,Mattress,8,14,26602,2523,10,2643,26212.5,2021-03-22,2021,3,22
Anika Sabharwal,"Dwarka, Delhi - 110028",Sofa,Yellow,Board,Sofa,7,22,22667,2585,15,1190,21464.2,2023-04-06,2023,4,6
Darsh Chaudhari,"Narela, Delhi - 110063",Chair,Green,Board,Chair,9,12,46696,2988,10,8161,44715.6,2020-11-01,2020,11,1
Yug Lanka,"Pranshant Vihar, Delhi - 110046",Cooler,White,Metal,Cooler,3,21,12026,1716,20,4129,10993.6,2024-06-25,2024,6,25
Faraj Sarna,"Saket, Delhi - 110099",Cupboard,Red,Metal,Cupboard,5,21,38122,3451,20,5392,33258.4,2024-11-06,2024,11,6
Adya Majumdar,"Janakpuri, Delhi - 110037",Chair,White,Glass,Chair,2,12,48669,1333,20,4045,40001.6,2021-08-24,2021,8,24
Osha Narula,"Pitampura, Delhi - 110035",Sofa,Black,Iron,Sofa,1,8,7693,2792,15,1062,8912.25,2022-06-29,2022,6,29
Ijaya Luthra,"Holambi, Delhi - 110026",Mattress,White,Metal,Mattress,4,19,28495,1322,10,7311,26835.3,2024-06-30,2024,6,30
Samarth Kuruvilla,"Pranshant Vihar, Delhi - 110008",Cooler,White,Iron,Cooler,10,14,43807,1253,15,9036,38301.0,2024-05-15,2024,5,15
Vivaan Devan,"Holambi, Delhi - 110004",Cupboard,Blue,Iron,Cupboard,3,12,37228,685,15,1000,32226.05,2020-11-08,2020,11,8
Laban Goswami,"Shalimar Bagh, Delhi - 110003",Cooler,Red,Glass,Cooler,2,10,12608,1486,15,5094,11979.9,2021-06-15,2021,6,15
Abha Dugal,"Pranshant Vihar, Delhi - 110060",Mattress,Grey,Board,Mattress,5,25,38667,4735,15,3554,36891.7,2023-02-19,2023,2,19
Harish Pradhan,"Janakpuri, Delhi - 110036",Dressing Table,Blue,Glass,Dressing Table,6,25,40028,2722,20,8830,34200.0,2023-09-21,2023,9,21
Sarthak Bal,"Shalimar Bagh, Delhi - 110086",Dressing Table,Black,Glass,Dressing Table,6,23,25246,4920,20,9532,24132.8,2022-10-05,2022,10,5
Xalak Naik,"Dwarka, Delhi - 110062",Cooler,White,Metal,Cooler,1,18,42276,4465,15,5345,39729.85,2022-05-15,2022,5,15
Shivani Sanghvi,"Janakpuri, Delhi - 110006",Mandir,Red,Glass,Mandir,6,17,46817,982,20,785,38239.2,2024-11-11,2024,11,11
Kritika Shere,"Narela, Delhi - 110019",Bed - Double Bed,Brown,Glass,Bed,8,24,39211,3568,15,3950,36362.15,2021-02-16,2021,2,16
Ishwar Rai,"Alipur, Delhi - 110099",Cupboard,Brown,Wood,Cupboard,1,20,45560,563,10,779,41510.7,2020-06-23,2020,6,23
Faraj Bal,"Dwarka, Delhi - 110090",Bed - Double Bed,Red,Iron,Bed,5,21,41143,3162,20,9260,35444.0,2024-01-28,2024,1,28
Saumya Natt,"Pranshant Vihar, Delhi - 110027",Mandir,Black,Wood,Mandir,2,4,24221,561,20,7098,19825.6,2024-07-25,2024,7,25
Pahal Konda,"Vasant Kunj, Delhi - 110065",Sofa,Red,Glass,Sofa,6,25,34040,724,20,4118,27811.2,2021-08-31,2021,8,31
Om Krishna,"Pranshant Vihar, Delhi - 110027",Sofa,Green,Iron,Sofa,6,9,22281,617,10,7543,20608.2,2024-10-02,2024,10,2
Mitesh Chandran,"Saket, Delhi - 110066",Chair,Blue,Wood,Chair,7,25,7667,4680,15,3940,10494.95,2021-11-18,2021,11,18
Yatin Behl,"Janakpuri, Delhi - 110061",Dressing Table,Brown,Iron,Dressing Table,1,9,30307,4217,20,7812,27619.2,2020-05-31,2020,5,31
Neelima Viswanathan,"Lampur Border, Delhi - 110033",Dressing Table,White,Wood,Dressing Table,5,12,43728,4670,20,829,38718.4,2022-05-09,2022,5,9
Warda Magar,"Saket, Delhi - 110067",Sofa,Black,Glass,Sofa,2,11,6006,563,15,7641,5583.65,2020-02-25,2020,2,25
Daniel Lanka,"Lampur Border, Delhi - 110078",Mandir,Green,Iron,Mandir,5,23,15216,1026,5,7262,15429.9,2021-05-15,2021,5,15
Advaith Ram,"Saket, Delhi - 110014",Mattress,White,Wood,Mattress,10,30,20439,1145,20,7361,17267.2,2023-05-08,2023,5,8
Vrinda Shan,"Saket, Delhi - 110059",Chair,Yellow,Glass,Chair,9,14,5272,2157,10,5812,6686.1,2022-07-05,2022,7,5
Azad Mani,"Alipur, Delhi - 110045",Mattress,Green,Board,Mattress,6,16,7456,4972,20,5110,9942.4,2022-11-05,2022,11,5
Gaurangi Chokshi,"Rohini, Delhi - 110074",Mattress,Red,Board,Mattress,8,12,33875,1149,10,6756,31521.6,2023-12-13,2023,12,13
Amrita Devan,"Vasant Kunj, Delhi - 110036",Bed - Single Bed,Yellow,Wood,Bed,1,20,44181,1478,15,3203,38810.15,2022-10-27,2022,10,27
Unnati Chakrabarti,"Pitampura, Delhi - 110043",Dressing Table,Grey,Plastic,Dressing Table,2,5,27787,1267,5,5620,27601.3,2022-07-18,2022,7,18
Yadavi Warrior,"Lampur Border, Delhi - 110070",Chair,Black,Plastic,Chair,3,5,20410,1032,20,4367,17153.6,2024-12-24,2024,12,24
Kavya Mann,"Narela, Delhi - 110049",Bed - Double Bed,Blue,Board,Bed,1,2,13125,1577,15,4336,12496.7,2021-05-13,2021,5,13
Akshay Bawa,"Karol Bagh, Delhi - 110095",Bed - Double Bed,Brown,Plastic,Bed,5,15,16641,1361,20,8147,14401.6,2020-04-18,2020,4,18
Mohini Mandal,"Pranshant Vihar, Delhi - 110067",Cupboard,Red,Iron,Cupboard,9,20,29390,4191,15,2770,28543.85,2022-02-11,2022,2,11
Kashish Raman,"Holambi, Delhi - 110015",Cupboard,Blue,Wood,Cupboard,9,19,45931,2263,20,2626,38555.2,2020-11-12,2020,11,12
Unnati Gera,"Pranshant Vihar, Delhi - 110045",Cooler,Brown,Glass,Cooler,6,10,42292,1319,15,9886,37069.35,2022-03-30,2022,3,30
Banjeet Sachdeva,"Singhu Border, Delhi - 110065",Mandir,Red,Board,Mandir,7,22,26140,1511,20,6976,22120.8,2020-06-25,2020,6,25
Darsh Dugar,"Pitampura, Delhi - 110096",Bed - Single Bed,Red,Board,Bed,6,8,32739,696,5,3125,31763.25,2023-08-19,2023,8,19
Parth Tandon,"Shalimar Bagh, Delhi - 110031",Cooler,Blue,Board,Cooler,7,15,8746,4442,20,7105,10550.4,2020-04-15,2020,4,15
Gunbir Anand,"Holambi, Delhi - 110082",Cupboard,Blue,Glass,Cupboard,1,21,20971,4203,15,2401,21397.9,2023-05-12,2023,5,12
Aadi Comar,"Pitampura, Delhi - 110070",Cupboard,Blue,Board,Cupboard,9,20,36211,682,20,3636,29514.4,2022-11-20,2022,11,20
Hemal Dora,"Alipur, Delhi - 110016",Mandir,Grey,Glass,Mandir,3,23,22161,1738,20,1708,19119.2,2022-08-26,2022,8,26
Amrita Khanna,"Saket, Delhi - 110049",Chair,Red,Metal,Chair,3,19,33391,2439,20,1497,28664.0,2024-06-13,2024,6,13
Upma Kurian,"Dwarka, Delhi - 110019",Chair,White,Metal,Chair,2,8,42662,3723,15,1483,39427.25,2022-04-04,2022,4,4
Henry Dhingra,"Vasant Kunj, Delhi - 110001",Sofa,Blue,Plastic,Sofa,4,5,6710,1191,15,617,6715.85,2024-02-22,2024,2,22
Siddharth Pau,"Pitampura, Delhi - 110094",Mandir,Yellow,Iron,Mandir,7,21,17847,4121,10,7255,19771.2,2022-05-08,2022,5,8
Daksha Som,"Alipur, Delhi - 110098",Bed - Double Bed,Grey,Plastic,Bed,10,17,22131,1263,15,7719,19884.9,2024-04-28,2024,4,28
Karan Mane,"Lampur Border, Delhi - 110005",Sofa,Black,Board,Sofa,1,18,28955,2928,5,4704,30288.85,2024-05-05,2024,5,5
Qarin Loke,"Saket, Delhi - 110075",Dressing Table,Green,Board,Dressing Table,9,26,18946,1288,10,1302,18210.6,2024-03-28,2024,3,28
Jacob Mishra,"Janakpuri, Delhi - 110073",Mattress,Grey,Board,Mattress,6,20,28762,2390,5,1558,29594.4,2024-10-02,2024,10,2
Faras Babu,"Pranshant Vihar, Delhi - 110029",Cupboard,Grey,Wood,Cupboard,5,21,43680,4958,5,6310,46206.1,2023-06-15,2023,6,15
Charvi Ghosh,"Karol Bagh, Delhi - 110006",Dressing Table,Grey,Glass,Dressing Table,4,8,18885,2906,20,7800,17432.8,2024-12-11,2024,12,11
Ekantika Gupta,"Pitampura, Delhi - 110074",Cupboard,Brown,Metal,Cupboard,1,7,12835,671,20,2060,10804.8,2024-01-20,2024,1,20
Sathvik Srivastava,"Vasant Kunj, Delhi - 110038",Cupboard,Black,Iron,Cupboard,4,10,45752,3363,20,7586,39292.0,2021-12-27,2021,12,27
Sachi Sangha,"Rohini, Delhi - 110084",Chair,White,Glass,Chair,3,22,30301,746,20,3417,24837.6,2022-03-22,2022,3,22
Deepa Goswami,"Dwarka, Delhi - 110009",Sofa,Black,Plastic,Sofa,2,5,11377,2839,20,3676,11372.8,2021-07-21,2021,7,21
Triveni Kibe,"Pitampura, Delhi - 110092",Bed - Double Bed,Green,Iron,Bed,4,12,17666,3696,15,1111,18157.7,2023-12-02,2023,12,2
Max Dara,"Janakpuri, Delhi - 110094",Bed - Double Bed,Red,Iron,Bed,2,18,48439,3616,10,6746,46849.5,2020-06-01,2020,6,1
Ikbal Prabhu,"Karol Bagh, Delhi - 110078",Chair,Red,Metal,Chair,10,20,6951,4688,10,780,10475.1,2024-11-09,2024,11,9
Anjali Dubey,"Singhu Border, Delhi - 110043",Mattress,Brown,Board,Mattress,5,19,29808,4528,20,9251,27468.8,2025-01-10,2025,1,10
Yashodhara Uppal,"Lajpat Nagar, Delhi - 110061",Cupboard,Black,Iron,Cupboard,2,14,14184,2144,15,7198,13878.8,2024-11-12,2024,11,12
Naveen Ranganathan,"Vasant Kunj, Delhi - 110085",Cupboard,Black,Board,Cupboard,8,24,49699,4003,10,1563,48331.8,2020-08-01,2020,8,1
Hredhaan Nagarajan,"Saket, Delhi - 110079",Cooler,Black,Plastic,Cooler,8,23,22540,4231,10,1791,24093.9,2021-11-17,2021,11,17
Yauvani Jain,"Saket, Delhi - 110061",Chair,Red,Board,Chair,5,25,47339,1395,10,726,43860.6,2023-11-26,2023,11,26
Leela Viswanathan,"Lajpat Nagar, Delhi - 110019",Mattress,Red,Plastic,Mattress,7,19,46213,4815,10,4402,45925.2,2021-01-12,2021,1,12
Vrishti Bhasin,"Janakpuri, Delhi - 110065",Dressing Table,Grey,Wood,Dressing Table,3,9,36799,4560,5,5552,39291.05,2021-08-09,2021,8,9
Ekbal Pathak,"Janakpuri, Delhi - 110045",Mandir,Grey,Iron,Mandir,9,21,31655,1058,15,1139,27806.05,2021-03-09,2021,3,9
Vasudha Maharaj,"Dwarka, Delhi - 110071",Dressing Table,Green,Board,Dressing Table,8,17,21372,4631,10,5967,23402.7,2021-03-21,2021,3,21
Vrishti Dhaliwal,"Narela, Delhi - 110091",Mattress,Black,Iron,Mattress,9,24,40654,1908,5,1109,40433.9,2021-02-09,2021,2,9
Jonathan Konda,"Pranshant Vihar, Delhi - 110009",Mandir,Red,Plastic,Mandir,2,16,29196,4980,15,1974,29049.6,2022-12-25,2022,12,25
Sai Parikh,"Rohini, Delhi - 110020",Bed - Double Bed,Green,Metal,Bed,3,12,43389,4734,10,6782,43310.7,2024-07-16,2024,7,16
Fitan Chakraborty,"Lampur Border, Delhi - 110061",Bed - Single Bed,Blue,Glass,Bed,3,19,41732,4186,20,5949,36734.4,2020-04-21,2020,4,21
Sai Rai,"Pitampura, Delhi - 110008",Sofa,Grey,Plastic,Sofa,7,19,29500,1123,20,1800,24498.4,2021-02-13,2021,2,13
Samuel Kale,"Rohini, Delhi - 110075",Cupboard,Black,Plastic,Cupboard,8,19,19819,2516,15,6414,18984.75,2023-10-02,2023,10,2
Sathvik Sem,"Holambi, Delhi - 110050",Chair,White,Glass,Chair,7,22,16042,4586,10,2683,18565.2,2020-04-28,2020,4,28
Ekanta Shukla,"Pranshant Vihar, Delhi - 110035",Mattress,White,Board,Mattress,3,5,47273,3016,10,2245,45260.1,2024-07-13,2024,7,13
Yasti Shroff,"Karol Bagh, Delhi - 110098",Sofa,Red,Plastic,Sofa,1,5,47230,1861,15,8509,41727.35,2024-11-08,2024,11,8
Charan Dubey,"Lampur Border, Delhi - 110030",Cupboard,Green,Metal,Cupboard,4,14,20461,2251,15,4834,19305.2,2022-12-19,2022,12,19
Qadim Ramanathan,"Dwarka, Delhi - 110060",Bed - Double Bed,Green,Plastic,Bed,4,6,35810,2756,10,8853,34709.4,2021-08-10,2021,8,10
Indira Sen,"Pitampura, Delhi - 110012",Chair,Blue,Iron,Chair,5,8,38537,4614,15,8365,36678.35,2024-10-13,2024,10,13
Hiral Viswanathan,"Holambi, Delhi - 110079",Cupboard,Green,Glass,Cupboard,2,20,8280,4840,5,661,12464.0,2024-08-15,2024,8,15
Aarav Kaul,"Lajpat Nagar, Delhi - 110096",Sofa,Blue,Board,Sofa,3,19,12071,4647,10,5821,15046.2,2020-04-03,2020,4,3
Chaaya Boase,"Rohini, Delhi - 110066",Dressing Table,Red,Plastic,Dressing Table,7,11,42033,3804,15,4250,38961.45,2023-08-18,2023,8,18
Aayush Barad,"Holambi, Delhi - 110037",Cooler,Black,Board,Cooler,1,8,9497,626,20,4926,8098.4,2024-03-27,2024,3,27
Veda Sachdeva,"Narela, Delhi - 110009",Dressing Table,Red,Plastic,Dressing Table,3,20,18240,655,10,8638,17005.5,2022-10-22,2022,10,22
Siddharth Bhatt,"Alipur, Delhi - 110013",Cooler,Black,Board,Cooler,5,8,13399,3470,20,5835,13495.2,2020-10-14,2020,10,14
Aahana Muni,"Lampur Border, Delhi - 110056",Bed - Single Bed,Grey,Board,Bed,7,24,8889,1565,10,5630,9408.6,2022-12-24,2022,12,24
Udyati Thaker,"Lampur Border, Delhi - 110001",Bed - Single Bed,Brown,Glass,Bed,5,6,38139,4288,20,4848,33941.6,2020-06-21,2020,6,21
Ranbir Kumer,"Narela, Delhi - 110097",Cooler,Grey,Board,Cooler,10,14,18703,1258,10,1959,17964.9,2020-02-26,2020,2,26
Girindra Subramaniam,"Pranshant Vihar, Delhi - 110038",Cooler,Yellow,Wood,Cooler,7,19,7062,3246,20,1344,8246.4,2021-02-01,2021,2,1
Yachana Ravel,"Rohini, Delhi - 110096",Chair,Grey,Plastic,Chair,5,8,31768,2927,5,5804,32960.25,2024-05-25,2024,5,25
Damini Chatterjee,"Lajpat Nagar, Delhi - 110031",Chair,Blue,Glass,Chair,9,20,27297,1526,5,2165,27381.85,2021-03-02,2021,3,2
Neha Parikh,"Alipur, Delhi - 110059",Bed - Double Bed,Yellow,Wood,Bed,3,20,33035,2349,20,9899,28307.2,2021-04-30,2021,4,30
Raagini Atwal,"Rohini, Delhi - 110066",Cooler,Red,Wood,Cooler,9,20,7709,1531,5,4516,8778.0,2021-04-25,2021,4,25
Dalbir Palan,"Saket, Delhi - 110099",Cupboard,Green,Metal,Cupboard,5,9,6871,3078,5,9851,9451.55,2024-04-24,2024,4,24
Ekaraj Raja,"Pitampura, Delhi - 110079",Dressing Table,Grey,Board,Dressing Table,1,8,40652,1786,15,5359,36072.3,2021-11-02,2021,11,2
Hitesh Lanka,"Holambi, Delhi - 110072",Mattress,Brown,Metal,Mattress,2,17,5259,3829,5,7112,8633.6,2024-08-24,2024,8,24
Urvi Reddy,"Lajpat Nagar, Delhi - 110089",Chair,Yellow,Plastic,Chair,1,6,25558,3316,15,1758,24542.9,2023-07-25,2023,7,25
Xiti Narula,"Karol Bagh, Delhi - 110061",Sofa,Yellow,Board,Sofa,10,11,24502,4521,15,7514,24669.55,2020-03-23,2020,3,23
Janani Chanda,"Vasant Kunj, Delhi - 110028",Cooler,Blue,Glass,Cooler,8,27,9195,1030,10,3024,9202.5,2023-01-19,2023,1,19
Niharika Mital,"Holambi, Delhi - 110099",Mandir,White,Iron,Mandir,3,23,37878,1809,20,6435,31749.6,2021-09-22,2021,9,22
Vritti Nagy,"Narela, Delhi - 110084",Mandir,Yellow,Board,Mandir,8,20,36355,2290,5,2816,36712.75,2022-03-24,2022,3,24
Sneha Hans,"Vasant Kunj, Delhi - 110007",Sofa,White,Iron,Sofa,1,5,25520,4361,5,2823,28386.95,2024-04-17,2024,4,17
Kamala Date,"Pitampura, Delhi - 110006",Chair,White,Board,Chair,8,25,41997,4346,5,5685,44025.85,2023-06-10,2023,6,10
Waida Garde,"Holambi, Delhi - 110011",Sofa,Yellow,Plastic,Sofa,2,11,43869,1660,15,5825,38699.65,2020-03-11,2020,3,11
Abhimanyu Sathe,"Lajpat Nagar, Delhi - 110078",Bed - Single Bed,Grey,Glass,Bed,4,15,25088,2587,15,4935,23523.75,2022-08-27,2022,8,27
Matthew Pillai,"Vasant Kunj, Delhi - 110027",Cupboard,Red,Metal,Cupboard,4,19,9987,4262,10,3428,12824.1,2022-10-26,2022,10,26
Imaran Subramaniam,"Saket, Delhi - 110030",Cupboard,Grey,Wood,Cupboard,10,24,24408,2350,10,5231,24082.2,2021-06-08,2021,6,8
Januja Dar,"Alipur, Delhi - 110093",Cooler,Grey,Iron,Cooler,7,25,18027,3681,15,6395,18451.8,2022-05-10,2022,5,10
Frado Doctor,"Vasant Kunj, Delhi - 110005",Chair,Yellow,Board,Chair,10,30,12209,3060,5,2003,14505.55,2023-09-23,2023,9,23
Ayushman Basu,"Lajpat Nagar, Delhi - 110098",Dressing Table,Green,Plastic,Dressing Table,3,20,6495,4025,20,9839,8416.0,2020-12-19,2020,12,19
Ronith Gandhi,"Janakpuri, Delhi - 110034",Cooler,Yellow,Board,Cooler,5,19,10179,3289,15,2732,11447.8,2021-09-20,2021,9,20
Tarak Thakur,"Vasant Kunj, Delhi - 110054",Mattress,Red,Metal,Mattress,3,7,44639,3931,5,6762,46141.5,2024-03-01,2024,3,1
Pratyush Nanda,"Shalimar Bagh, Delhi - 110056",Mandir,Black,Metal,Mandir,1,20,23418,2186,20,6943,20483.2,2023-06-25,2023,6,25
Tamanna Ghose,"Dwarka, Delhi - 110070",Bed - Double Bed,Brown,Iron,Bed,2,8,49169,4680,10,1930,48464.1,2022-01-20,2022,1,20
Agastya Borra,"Pitampura, Delhi - 110047",Chair,Black,Plastic,Chair,7,20,26819,1607,15,9833,24162.1,2022-06-10,2022,6,10
Ekansh Nori,"Lajpat Nagar, Delhi - 110095",Bed - Double Bed,Blue,Board,Bed,2,18,10513,2194,5,5381,12071.65,2020-08-04,2020,8,4
Chavvi Pingle,"Lajpat Nagar, Delhi - 110004",Cooler,Blue,Wood,Cooler,5,14,38334,2711,15,9118,34888.25,2023-08-06,2023,8,6
Abhiram Golla,"Janakpuri, Delhi - 110020",Cupboard,Grey,Wood,Cupboard,9,12,38812,822,5,4004,37652.3,2021-09-11,2021,9,11
Mahika Chander,"Holambi, Delhi - 110021",Mattress,White,Metal,Mattress,6,19,12328,4344,20,1790,13337.6,2024-07-29,2024,7,29
Pahal Dua,"Vasant Kunj, Delhi - 110015",Mattress,Green,Board,Mattress,4,18,44032,2773,15,1217,39784.25,2022-08-18,2022,8,18
Brijesh Bhardwaj,"Lajpat Nagar, Delhi - 110099",Mattress,Yellow,Plastic,Mattress,4,16,9613,2807,20,9120,9936.0,2022-04-03,2022,4,3
Ijaya Sodhi,"Holambi, Delhi - 110004",Dressing Table,Black,Plastic,Dressing Table,2,9,43367,4592,15,4933,40765.15,2024-12-07,2024,12,7
Jasmit Sinha,"Vasant Kunj, Delhi - 110081",Dressing Table,Yellow,Iron,Dressing Table,3,10,21308,1326,15,9959,19238.9,2024-07-27,2024,7,27
Gabriel Subramaniam,"Rohini, Delhi - 110064",Mandir,Blue,Board,Mandir,7,15,13963,1926,20,685,12711.2,2020-05-23,2020,5,23
Vansha Edwin,"Karol Bagh, Delhi - 110079",Cupboard,Blue,Glass,Cupboard,9,25,44513,2870,20,9290,37906.4,2022-10-17,2022,10,17
Nathaniel Goda,"Dwarka, Delhi - 110038",Chair,Green,Wood,Chair,6,10,15864,2683,20,4116,14837.6,2023-03-13,2023,3,13
Bhanumati Krishna,"Saket, Delhi - 110057",Bed - Double Bed,Red,Board,Bed,8,22,26726,2767,5,9017,28018.35,2022-07-19,2022,7,19
Kavya Barman,"Narela, Delhi - 110056",Mandir,Black,Metal,Mandir,5,17,23385,1096,20,3453,19584.8,2023-05-15,2023,5,15
Isha Sen,"Lajpat Nagar, Delhi - 110021",Bed - Single Bed,Grey,Iron,Bed,10,25,5261,2247,20,8501,6006.4,2023-07-31,2023,7,31
Mitesh Pingle,"Pranshant Vihar, Delhi - 110079",Mattress,Red,Metal,Mattress,9,13,24114,2222,5,8955,25019.2,2021-05-19,2021,5,19
Rushil Joshi,"Lajpat Nagar, Delhi - 110037",Dressing Table,Yellow,Iron,Dressing Table,3,6,34546,1388,20,2916,28747.2,2023-11-13,2023,11,13
Bakhshi Dass,"Lajpat Nagar, Delhi - 110046",Mattress,Grey,Iron,Mattress,5,16,14452,1125,15,9672,13240.45,2024-01-17,2024,1,17
Ishwar Bhagat,"Alipur, Delhi - 110018",Mattress,Yellow,Glass,Mattress,9,16,31688,4500,10,2114,32569.2,2020-08-26,2020,8,26
Anika Narang,"Lajpat Nagar, Delhi - 110078",Mandir,Green,Board,Mandir,6,13,6721,4254,5,7303,10426.25,2024-03-10,2024,3,10
Ryan Verma,"Vasant Kunj, Delhi - 110075",Cooler,Yellow,Metal,Cooler,6,11,28972,1683,10,4250,27589.5,2025-01-09,2025,1,9
Nandini Das,"Shalimar Bagh, Delhi - 110024",Sofa,Blue,Wood,Sofa,1,8,16499,4748,20,9241,16997.6,2021-10-03,2021,10,3
Vedhika Sachar,"Pitampura, Delhi - 110058",Cooler,Green,Plastic,Cooler,10,21,32302,1174,15,6378,28454.6,2022-04-20,2022,4,20
Patrick Mangal,"Karol Bagh, Delhi - 110013",Cooler,Green,Plastic,Cooler,2,8,7234,2082,15,880,7918.6,2022-08-04,2022,8,4
Urishilla Chhabra,"Holambi, Delhi - 110060",Mandir,Brown,Metal,Mandir,2,9,18405,745,20,1886,15320.0,2020-06-28,2020,6,28
Kamya Iyer,"Lajpat Nagar, Delhi - 110027",Bed - Single Bed,White,Plastic,Bed,7,15,7783,2749,10,4601,9478.8,2024-02-03,2024,2,3
Yachana Saxena,"Singhu Border, Delhi - 110081",Dressing Table,White,Glass,Dressing Table,6,21,48049,4374,10,4286,47180.7,2024-08-01,2024,8,1
Fariq Varty,"Lampur Border, Delhi - 110098",Cupboard,Yellow,Iron,Cupboard,6,8,42774,2157,5,2409,42684.45,2023-03-23,2023,3,23
Wriddhish Rastogi,"Dwarka, Delhi - 110049",Cooler,Black,Iron,Cooler,6,12,40459,2046,15,5859,36129.25,2020-05-18,2020,5,18
Bhanumati Goyal,"Dwarka, Delhi - 110051",Cooler,White,Plastic,Cooler,10,12,5483,1451,5,761,6587.3,2020-06-14,2020,6,14
Qasim Raghavan,"Vasant Kunj, Delhi - 110086",Mattress,Red,Metal,Mattress,6,25,27223,1665,10,1036,25999.2,2020-10-01,2020,10,1
Chandran Saini,"Singhu Border, Delhi - 110051",Chair,Red,Iron,Chair,7,20,29608,3303,15,1515,27974.35,2021-09-08,2021,9,8
Ronith Sibal,"Janakpuri, Delhi - 110032",Cupboard,Green,Board,Cupboard,9,18,42986,3696,20,2139,37345.6,2023-09-25,2023,9,25
Hamsini Mallick,"Janakpuri, Delhi - 110080",Mandir,Black,Iron,Mandir,5,10,37951,3832,5,1853,39693.85,2020-08-28,2020,8,28
Peter Bala,"Singhu Border, Delhi - 110080",Chair,Black,Metal,Chair,2,17,8595,869,5,8412,8990.8,2022-12-03,2022,12,3
Dhriti Dora,"Karol Bagh, Delhi - 110071",Dressing Table,Red,Wood,Dressing Table,5,25,28298,3958,5,1493,30643.2,2024-06-28,2024,6,28
Lajita Lala,"Dwarka, Delhi - 110070",Mandir,Grey,Iron,Mandir,8,15,29548,611,20,8939,24127.2,2023-07-31,2023,7,31
Vincent Virk,"Vasant Kunj, Delhi - 110009",Cupboard,Green,Glass,Cupboard,5,22,25560,2089,15,7509,23501.65,2023-04-20,2023,4,20
Ladli Mistry,"Pranshant Vihar, Delhi - 110020",Dressing Table,Black,Glass,Dressing Table,10,15,34125,1103,15,4628,29943.8,2024-06-28,2024,6,28
Darpan Bose,"Shalimar Bagh, Delhi - 110054",Dressing Table,Green,Wood,Dressing Table,9,24,17114,812,20,1254,14340.8,2020-02-04,2020,2,4
Ranveer Johal,"Narela, Delhi - 110091",Mattress,Black,Glass,Mattress,8,12,34287,1752,20,5014,28831.2,2020-12-12,2020,12,12
Hitesh Thaman,"Pranshant Vihar, Delhi - 110059",Sofa,Black,Iron,Sofa,5,11,30070,2832,5,6434,31256.9,2020-05-15,2020,5,15
Ayaan Nadkarni,"Vasant Kunj, Delhi - 110027",Mandir,Brown,Metal,Mandir,5,25,42707,1242,10,5415,39554.1,2022-01-02,2022,1,2
Hamsini Mitra,"Narela, Delhi - 110060",Mattress,Black,Board,Mattress,1,8,38783,1392,15,8898,34148.75,2021-01-31,2021,1,31
Manan Tripathi,"Holambi, Delhi - 110070",Mattress,Black,Metal,Mattress,9,14,10750,3844,15,1504,12404.9,2021-10-20,2021,10,20
Aarna Chad,"Pranshant Vihar, Delhi - 110028",Cooler,Red,Glass,Cooler,4,20,32412,2143,15,2901,29371.75,2020-10-27,2020,10,27
Teerth Kunda,"Pranshant Vihar, Delhi - 110058",Sofa,Yellow,Metal,Sofa,7,27,48081,2119,10,3022,45180.0,2021-05-22,2021,5,22
Qasim Sha,"Vasant Kunj, Delhi - 110010",Bed - Double Bed,White,Plastic,Bed,4,11,49109,2007,5,7458,48560.2,2021-04-28,2021,4,28
Krishna Hans,"Janakpuri, Delhi - 110090",Sofa,Black,Wood,Sofa,3,11,12354,3106,15,8669,13141.0,2021-02-21,2021,2,21
Chandran Atwal,"Vasant Kunj, Delhi - 110098",Dressing Table,Brown,Wood,Dressing Table,7,10,22818,2295,5,8535,23857.35,2020-07-06,2020,7,6
Adweta Gaba,"Janakpuri, Delhi - 110029",Chair,Grey,Wood,Chair,10,25,45912,3187,20,1034,39279.2,2024-12-07,2024,12,7
Aryan Wali,"Lampur Border, Delhi - 110046",Cooler,White,Metal,Cooler,10,15,36994,4215,20,5498,32967.2,2024-03-28,2024,3,28
Aryan Deshmukh,"Alipur, Delhi - 110049",Bed - Single Bed,Blue,Metal,Bed,8,27,13013,2559,20,9921,12457.6,2023-03-27,2023,3,27
Anvi Sarna,"Karol Bagh, Delhi - 110090",Cooler,Brown,Board,Cooler,2,11,39159,1115,20,8532,32219.2,2022-02-22,2022,2,22
Charvi Sathe,"Lampur Border, Delhi - 110014",Mandir,Yellow,Metal,Mandir,4,18,9416,2225,20,8927,9312.8,2022-11-30,2022,11,30
Arin Nadkarni,"Alipur, Delhi - 110057",Dressing Table,Black,Board,Dressing Table,7,23,16991,1711,10,2266,16831.8,2021-04-22,2021,4,22
Arya Ganesh,"Narela, Delhi - 110037",Mandir,Green,Iron,Mandir,8,27,40199,4814,20,5555,36010.4,2021-03-30,2021,3,30
